720x1280
Adreno 320 (16.27)	Adreno 320 (6.48)	Adreno 320 (17.93)	Adreno 320 (6.36)	Adreno 320 (15.96)	Adreno 530 (16.61)	Adreno 530 (5.41)	Adreno 530 (22.54)	Adreno 530 (5.50)	Adreno 530 (22.81)	Mali 450 (17.48)	Mali 450 (10.55)	Mali 450 (29.94)	Mali 450 (14.54)	Mali 450 (29.55)	PVR G6200 (16.91)	PVR G6200 (12.47)	PVR G6200 (19.95)	PVR G6200 (10.72)	PVR G6200 (20.25)	Tegra 3 (39.70)	Tegra 3 (26.76)	Tegra 3 (36.54)	Tegra 3 (27.59)	Tegra 3 (34.41)	Tegra 4 (16.53)	Tegra 4 (9.21)	Tegra 4 (16.79)	Tegra 4 (10.10)	Tegra 4 (16.41)	
vsync (16.27)	none (6.48)	glReadPixels (17.93)	EGLSyncKHR (6.36)	glFinish (15.96)	vsync (16.61)	none (5.41)	glReadPixels (22.54)	EGLSyncKHR (5.50)	glFinish (22.81)	vsync (17.48)	none (10.55)	glReadPixels (29.94)	EGLSyncKHR (14.54)	glFinish (29.55)	vsync (16.91)	none (12.47)	glReadPixels (19.95)	EGLSyncKHR (10.72)	glFinish (20.25)	vsync (39.70)	none (26.76)	glReadPixels (36.54)	EGLSyncKHR (27.59)	glFinish (34.41)	vsync (16.53)	none (9.21)	glReadPixels (16.79)	EGLSyncKHR (10.10)	glFinish (16.41)	
16.408000	6.159000	23.223000	5.696000	19.977000	17.163000	5.186000	15.944000	5.760000	34.797000	17.466000	10.254000	31.586000	14.815000	31.136000	16.854000	11.320000	20.475000	9.078000	20.862000	25.324000	25.811000	30.489000	24.414000	31.402000	17.118000	9.073000	13.467000	9.838000	13.103000	
16.225000	9.026000	15.869000	6.061000	20.730000	16.922000	5.737000	21.892000	5.865000	16.263000	15.955000	11.633000	36.715000	14.998000	33.683000	14.185000	10.662000	23.824000	8.888000	21.975000	38.819000	27.097000	34.458000	27.161000	31.861000	16.469000	9.564000	17.423000	9.734000	16.704000	
16.578000	6.355000	15.827000	5.682000	20.075000	15.444000	5.198000	22.220000	5.821000	18.004000	18.014000	11.495000	35.717000	14.435000	34.574000	18.720000	10.582000	21.645000	9.137000	22.210000	25.881000	27.957000	31.260000	29.629000	33.571000	16.384000	9.282000	15.514000	9.349000	15.926000	
16.071000	6.989000	18.538000	6.089000	16.422000	18.062000	5.570000	25.645000	5.900000	22.885000	16.648000	12.574000	36.681000	14.865000	36.194000	18.265000	11.870000	21.936000	9.346000	22.473000	30.962000	26.354000	34.042000	28.908000	32.269000	16.883000	8.808000	16.961000	10.153000	16.124000	
16.337000	6.819000	20.503000	6.276000	16.819000	14.292000	5.540000	27.934000	5.647000	23.772000	19.099000	13.343000	37.012000	14.946000	37.277000	15.980000	10.096000	21.805000	8.865000	22.859000	48.810000	27.048000	30.588000	23.627000	31.635000	16.926000	9.350000	17.597000	9.222000	16.929000	
16.155000	6.843000	20.398000	6.280000	16.373000	16.629000	6.036000	27.128000	6.466000	29.519000	18.475000	12.899000	38.218000	15.284000	37.203000	16.648000	10.622000	22.279000	9.347000	22.955000	60.202000	27.671000	32.729000	26.865000	33.065000	16.748000	11.017000	16.608000	10.316000	16.590000	
22.625000	12.582000	31.936000	11.069000	27.021000	22.825000	11.700000	29.365000	11.499000	38.788000	27.711000	22.252000	55.755000	21.125000	49.942000	24.626000	20.403000	35.324000	14.081000	34.017000	43.646000	52.703000	49.777000	70.380000	59.140000	27.689000	16.051000	26.549000	18.051000	26.386000	
14.762000	8.261000	22.990000	7.342000	21.826000	10.916000	10.754000	22.806000	6.584000	17.425000	16.798000	15.420000	41.786000	13.769000	27.715000	9.501000	9.292000	18.893000	9.573000	16.238000	35.552000	27.058000	31.991000	25.800000	37.265000	12.473000	9.264000	14.424000	11.745000	15.824000	
12.982000	7.635000	21.741000	6.653000	22.153000	16.226000	7.565000	23.357000	5.953000	20.077000	17.631000	12.822000	37.917000	12.585000	26.046000	14.931000	8.239000	18.149000	9.502000	16.045000	37.137000	26.372000	33.572000	27.311000	36.543000	10.637000	9.533000	16.903000	10.927000	19.005000	
14.465000	7.609000	21.460000	6.573000	22.149000	17.868000	5.850000	21.333000	6.051000	24.220000	19.534000	11.478000	36.279000	11.339000	27.200000	16.281000	9.306000	17.704000	8.497000	16.058000	53.133000	28.818000	32.372000	26.800000	38.468000	14.202000	9.626000	19.975000	8.870000	18.900000	
16.347000	7.045000	21.229000	6.561000	22.629000	15.277000	5.668000	25.335000	5.846000	25.046000	16.804000	11.516000	34.618000	13.770000	26.887000	16.803000	9.519000	17.239000	6.891000	16.315000	22.077000	25.631000	31.208000	27.410000	35.061000	16.435000	8.408000	18.451000	10.312000	17.945000	
16.295000	7.500000	21.006000	6.338000	21.664000	16.393000	5.734000	25.198000	5.903000	25.131000	17.558000	11.504000	34.542000	14.693000	27.534000	16.966000	11.510000	19.658000	10.597000	16.479000	30.378000	22.890000	31.538000	24.826000	34.375000	16.677000	9.231000	19.725000	9.225000	18.792000	
16.224000	7.009000	22.894000	6.031000	21.550000	17.051000	5.694000	29.156000	5.975000	28.548000	16.041000	11.540000	34.443000	14.828000	31.019000	20.762000	12.687000	19.835000	10.504000	17.529000	43.204000	23.704000	32.774000	26.456000	34.282000	16.899000	8.657000	17.520000	10.148000	16.861000	
16.173000	8.122000	16.707000	6.136000	22.039000	17.335000	5.565000	17.357000	5.624000	30.458000	17.040000	11.456000	34.926000	14.700000	36.212000	15.646000	12.558000	19.451000	10.576000	17.681000	23.587000	25.580000	35.598000	25.343000	34.214000	16.250000	9.860000	20.260000	12.348000	18.503000	
16.161000	7.448000	17.499000	6.235000	21.504000	16.724000	5.275000	20.070000	5.801000	29.833000	17.050000	11.349000	34.916000	14.702000	36.415000	21.609000	12.457000	19.420000	10.753000	17.742000	26.570000	30.450000	32.808000	25.238000	34.481000	17.122000	8.751000	17.254000	7.499000	17.448000	
16.534000	6.324000	16.151000	5.928000	23.867000	17.935000	5.461000	23.293000	5.623000	19.402000	17.214000	11.582000	34.524000	14.617000	35.185000	13.656000	12.467000	19.491000	11.036000	17.548000	65.330000	26.560000	35.760000	25.488000	34.290000	16.531000	8.530000	20.290000	10.282000	18.905000	
16.212000	6.679000	16.049000	5.618000	19.905000	15.490000	5.157000	26.492000	5.472000	22.792000	16.761000	10.560000	33.628000	14.682000	33.086000	12.947000	12.578000	21.213000	11.121000	17.338000	87.904000	36.862000	32.268000	24.003000	33.895000	15.050000	9.058000	16.466000	8.485000	15.824000	
16.168000	5.820000	15.746000	5.643000	20.132000	14.572000	5.510000	31.756000	5.418000	24.025000	15.985000	10.352000	33.992000	14.606000	33.120000	16.730000	13.087000	19.741000	13.405000	19.688000	20.430000	18.276000	30.712000	21.632000	33.370000	16.671000	8.478000	17.582000	9.600000	17.682000	
16.245000	5.647000	16.231000	5.731000	20.538000	16.508000	5.325000	15.684000	5.435000	26.398000	17.849000	10.336000	35.604000	14.605000	33.169000	16.945000	12.645000	20.329000	9.207000	19.853000	36.188000	20.077000	30.667000	24.236000	33.503000	16.927000	8.902000	15.854000	8.639000	15.967000	
16.772000	6.613000	16.540000	5.746000	20.363000	17.145000	5.102000	19.611000	5.397000	31.448000	15.942000	10.251000	32.719000	14.524000	32.249000	16.855000	13.029000	21.074000	11.444000	20.173000	23.306000	27.614000	30.934000	28.673000	34.092000	16.048000	8.409000	17.788000	9.777000	17.726000	
16.257000	5.576000	16.330000	5.578000	19.878000	17.342000	5.483000	21.157000	5.361000	14.602000	16.033000	10.257000	34.448000	14.573000	31.974000	17.509000	13.772000	20.740000	11.655000	24.380000	28.469000	28.851000	32.103000	36.891000	33.683000	16.643000	7.413000	16.372000	8.729000	15.606000	
16.343000	6.226000	16.541000	5.865000	23.148000	16.945000	5.483000	22.878000	5.962000	18.308000	16.226000	10.182000	35.085000	14.667000	31.795000	21.493000	13.169000	21.213000	11.104000	16.503000	28.422000	29.841000	33.005000	26.563000	33.299000	16.761000	8.482000	18.062000	9.657000	17.710000	
16.290000	5.887000	16.401000	5.986000	22.395000	21.801000	5.289000	23.303000	5.734000	20.624000	17.021000	10.348000	33.052000	14.723000	32.210000	17.624000	12.517000	21.170000	11.166000	16.815000	29.975000	22.467000	34.092000	21.874000	34.397000	16.373000	7.913000	17.124000	8.390000	15.919000	
16.397000	6.199000	16.856000	5.879000	22.328000	12.982000	5.352000	29.220000	5.608000	24.957000	15.918000	9.840000	32.994000	14.744000	31.934000	11.693000	12.505000	21.724000	11.338000	16.381000	28.445000	20.677000	31.075000	23.550000	33.870000	17.065000	7.667000	18.100000	9.700000	17.661000	
16.163000	6.050000	15.939000	5.279000	21.319000	12.606000	5.713000	26.713000	5.413000	24.158000	16.872000	9.369000	31.866000	15.060000	30.839000	19.220000	13.164000	21.043000	11.445000	16.225000	29.652000	22.098000	30.750000	23.466000	32.825000	16.460000	7.701000	17.036000	8.420000	17.274000	
17.160000	5.157000	16.108000	5.660000	20.688000	18.120000	5.167000	16.252000	5.449000	27.486000	16.780000	9.501000	33.791000	14.481000	31.017000	16.758000	13.113000	22.880000	11.247000	16.136000	27.976000	23.620000	30.376000	23.755000	33.884000	16.185000	6.816000	17.292000	9.529000	18.080000	
17.828000	7.645000	17.508000	6.845000	24.053000	16.002000	6.910000	24.620000	7.028000	28.996000	18.300000	12.573000	38.832000	14.717000	35.875000	15.321000	14.646000	25.494000	11.413000	19.144000	37.783000	25.907000	30.955000	26.683000	36.032000	18.229000	11.452000	19.568000	9.878000	19.104000	
14.412000	6.902000	16.433000	5.478000	20.705000	16.019000	5.381000	23.538000	5.077000	19.109000	14.536000	9.989000	32.171000	16.495000	30.817000	15.789000	11.254000	21.177000	11.037000	18.354000	37.527000	23.472000	29.417000	23.959000	35.838000	15.110000	7.674000	17.581000	9.467000	18.298000	
15.664000	6.401000	18.049000	5.144000	21.119000	16.893000	5.063000	26.592000	5.868000	18.990000	16.651000	10.007000	32.696000	12.886000	31.113000	16.933000	13.337000	24.654000	11.289000	18.230000	42.175000	25.035000	30.150000	20.858000	32.805000	15.624000	7.919000	17.492000	9.716000	17.785000	
16.216000	8.138000	18.323000	5.814000	21.398000	16.799000	5.203000	31.912000	5.630000	17.853000	15.871000	9.693000	32.454000	14.571000	30.920000	19.316000	13.435000	17.656000	11.351000	18.245000	26.001000	24.463000	30.413000	17.602000	32.732000	17.793000	8.527000	15.954000	8.836000	14.445000	
16.310000	6.101000	20.091000	5.384000	20.565000	17.082000	5.122000	14.566000	5.463000	19.278000	15.688000	9.743000	32.493000	14.546000	33.788000	16.652000	13.214000	17.294000	11.113000	18.143000	28.893000	24.868000	30.380000	19.791000	32.904000	15.993000	6.793000	18.008000	10.113000	17.969000	
16.289000	6.440000	20.883000	5.370000	21.215000	16.107000	5.427000	17.371000	5.510000	24.632000	16.038000	9.626000	31.430000	14.653000	31.370000	21.324000	12.831000	17.502000	11.088000	21.316000	20.893000	28.811000	30.533000	22.313000	32.928000	16.099000	7.797000	15.608000	8.895000	15.212000	
16.262000	5.857000	21.611000	5.246000	21.499000	18.846000	5.350000	20.520000	5.502000	29.547000	16.931000	9.568000	31.950000	14.681000	30.905000	16.556000	12.771000	17.463000	11.183000	21.911000	33.441000	25.359000	30.356000	24.013000	33.514000	16.618000	8.986000	17.975000	10.505000	18.461000	
16.334000	5.675000	22.740000	5.200000	21.902000	16.874000	5.339000	24.308000	5.534000	30.251000	16.794000	9.571000	33.572000	14.806000	30.917000	15.186000	13.055000	17.798000	11.297000	21.774000	55.303000	24.744000	30.179000	23.764000	33.296000	19.170000	8.066000	16.155000	8.365000	15.010000	
16.357000	6.345000	22.667000	5.848000	22.142000	14.322000	5.488000	28.042000	5.545000	20.963000	17.157000	9.862000	32.706000	14.877000	32.342000	14.935000	12.901000	19.033000	11.243000	20.015000	26.005000	24.717000	30.846000	25.326000	34.282000	14.013000	8.976000	18.163000	11.392000	17.077000	
16.685000	9.496000	30.698000	9.052000	28.505000	24.248000	9.556000	39.229000	9.540000	34.897000	22.223000	15.452000	48.614000	16.018000	44.716000	19.300000	16.415000	24.120000	14.145000	29.406000	40.289000	34.603000	41.446000	31.202000	47.252000	22.956000	18.959000	23.795000	13.249000	23.936000	
16.696000	4.750000	14.926000	4.157000	19.401000	8.625000	4.641000	16.890000	4.874000	13.611000	14.956000	8.148000	28.048000	14.011000	27.931000	13.178000	10.439000	16.527000	8.917000	17.651000	84.922000	15.908000	34.060000	17.862000	34.750000	29.484000	18.983000	18.306000	21.064000	17.611000	
15.766000	3.320000	13.381000	3.152000	16.212000	15.715000	3.933000	15.072000	3.902000	15.323000	18.854000	5.874000	26.788000	15.436000	22.720000	15.682000	12.229000	15.352000	11.753000	14.587000	16.849000	6.962000	25.693000	6.083000	27.514000	5.473000	5.823000	15.396000	5.557000	13.568000	
15.881000	3.324000	13.370000	3.021000	16.869000	16.841000	4.213000	16.395000	3.878000	18.818000	16.380000	5.843000	22.842000	14.947000	22.649000	17.042000	13.944000	15.437000	11.555000	14.802000	15.482000	10.755000	25.787000	12.163000	26.970000	8.186000	5.562000	15.848000	9.211000	13.976000	
16.221000	3.494000	13.272000	3.467000	16.397000	18.398000	3.894000	18.246000	3.700000	21.383000	16.562000	5.982000	27.064000	14.265000	22.797000	16.999000	13.748000	15.382000	12.486000	14.690000	29.280000	23.992000	25.517000	27.385000	26.628000	17.513000	4.999000	16.176000	8.554000	13.653000	
16.271000	3.025000	14.739000	2.865000	15.604000	15.662000	3.556000	20.916000	3.376000	22.343000	16.889000	5.542000	24.632000	14.360000	22.239000	18.479000	12.950000	15.525000	11.950000	14.312000	38.395000	26.869000	25.422000	26.335000	27.038000	19.126000	5.343000	12.764000	9.468000	10.517000	
16.173000	2.954000	9.449000	3.037000	17.932000	15.882000	3.522000	20.202000	3.389000	21.993000	16.580000	6.038000	24.592000	15.173000	22.100000	18.413000	13.730000	15.866000	11.320000	14.128000	30.944000	24.100000	25.949000	23.826000	26.378000	15.270000	3.870000	12.976000	9.559000	11.963000	
16.242000	4.457000	10.846000	4.492000	22.229000	18.007000	4.742000	27.725000	4.414000	27.955000	16.561000	8.352000	30.423000	13.886000	27.856000	22.815000	15.997000	29.502000	11.490000	16.394000	18.724000	21.894000	34.044000	21.358000	30.069000	16.492000	6.429000	15.236000	8.664000	14.137000	
16.456000	4.247000	10.970000	4.238000	20.431000	18.428000	4.694000	30.519000	4.736000	31.820000	15.915000	8.317000	29.202000	14.172000	28.593000	13.998000	10.192000	23.453000	11.384000	19.065000	41.270000	20.521000	31.050000	19.120000	30.558000	14.620000	14.377000	15.153000	9.756000	14.794000	
16.181000	6.232000	12.168000	6.176000	22.013000	17.413000	5.398000	19.026000	5.285000	32.283000	17.394000	10.491000	36.416000	14.582000	32.318000	11.566000	15.411000	17.951000	11.422000	22.270000	40.439000	23.747000	33.775000	24.032000	34.460000	17.796000	8.387000	18.231000	9.788000	16.087000	
16.074000	4.451000	10.757000	5.220000	18.543000	13.152000	4.702000	13.111000	4.205000	31.476000	16.782000	7.898000	30.367000	14.659000	27.112000	17.165000	10.410000	15.936000	11.558000	17.940000	42.661000	55.610000	30.202000	63.465000	31.988000	15.700000	6.630000	12.820000	9.545000	13.328000	
16.194000	4.532000	10.646000	5.727000	18.248000	15.238000	4.650000	13.874000	4.139000	13.870000	16.950000	8.261000	27.812000	14.599000	27.566000	16.538000	13.192000	15.894000	11.053000	18.352000	35.593000	26.420000	30.714000	20.956000	31.207000	15.999000	6.087000	14.969000	9.909000	14.657000	
16.082000	4.765000	12.256000	5.190000	18.757000	17.434000	4.715000	15.001000	4.264000	17.983000	17.059000	8.503000	27.426000	14.682000	27.193000	15.234000	13.559000	16.366000	11.378000	19.251000	47.712000	20.013000	30.804000	19.575000	30.875000	16.978000	8.423000	15.446000	8.421000	14.157000	
16.136000	4.910000	12.163000	5.117000	18.509000	14.411000	4.914000	17.449000	4.638000	19.319000	17.124000	8.390000	27.877000	14.168000	27.920000	18.655000	12.504000	19.945000	11.446000	19.449000	19.359000	31.056000	30.880000	26.659000	30.897000	16.696000	10.412000	14.685000	10.236000	14.547000	
16.252000	4.613000	12.401000	5.786000	18.789000	17.775000	4.671000	19.895000	4.360000	22.200000	15.130000	8.421000	28.460000	14.514000	26.381000	17.239000	12.972000	18.012000	10.848000	18.837000	20.225000	31.405000	29.660000	33.312000	30.951000	16.205000	6.690000	14.844000	7.933000	15.461000	
16.500000	4.673000	12.591000	9.254000	19.714000	17.816000	4.497000	22.944000	4.481000	22.625000	16.831000	8.423000	31.174000	11.409000	26.739000	18.011000	12.479000	20.107000	11.175000	18.747000	25.253000	19.761000	29.644000	20.964000	31.260000	16.658000	6.314000	13.479000	9.466000	12.744000	
16.263000	4.435000	12.927000	5.523000	22.497000	15.835000	4.495000	28.279000	3.992000	24.818000	16.764000	7.887000	27.014000	14.217000	26.762000	17.063000	13.149000	17.661000	10.516000	17.143000	37.750000	23.602000	29.454000	26.008000	30.704000	16.767000	11.283000	14.569000	9.517000	13.974000	
16.183000	5.703000	14.887000	7.023000	21.262000	15.957000	5.352000	34.847000	5.254000	34.195000	15.419000	10.411000	31.801000	14.209000	31.384000	24.273000	13.169000	22.054000	11.376000	21.286000	33.442000	28.571000	32.494000	22.336000	33.421000	17.165000	8.052000	15.790000	8.902000	15.988000	
16.394000	4.282000	12.834000	5.105000	21.450000	17.752000	4.215000	15.737000	4.094000	13.169000	15.109000	7.810000	27.689000	13.880000	25.499000	7.450000	10.479000	17.763000	9.666000	17.519000	23.748000	19.265000	29.253000	21.568000	30.418000	15.635000	6.954000	12.286000	9.138000	12.648000	
16.134000	4.325000	13.054000	5.423000	17.881000	15.805000	4.215000	18.316000	4.129000	15.926000	16.614000	8.251000	28.001000	13.959000	27.099000	16.310000	13.371000	18.374000	9.212000	17.681000	24.859000	22.716000	29.345000	21.700000	30.451000	17.058000	11.491000	14.525000	9.811000	13.602000	
16.382000	4.368000	12.949000	4.950000	18.298000	14.463000	3.847000	19.480000	4.151000	17.160000	16.284000	7.958000	27.141000	14.034000	25.650000	20.628000	10.528000	16.762000	9.401000	17.188000	23.979000	33.764000	31.958000	34.239000	30.549000	15.908000	7.049000	14.058000	7.998000	14.896000	
16.063000	4.126000	12.557000	4.432000	13.600000	16.997000	4.430000	19.421000	4.069000	19.061000	16.396000	8.032000	26.799000	13.937000	27.140000	13.033000	11.252000	18.536000	9.424000	16.579000	29.497000	19.558000	29.747000	25.458000	31.215000	16.874000	9.244000	14.277000	9.213000	14.064000	
16.425000	2.824000	9.819000	3.630000	11.962000	16.296000	3.064000	18.581000	3.197000	15.605000	16.661000	5.428000	21.628000	14.039000	22.774000	17.283000	10.615000	13.256000	8.871000	12.662000	37.525000	6.260000	25.857000	12.660000	27.220000	16.313000	2.332000	12.950000	8.044000	11.634000	
15.519000	2.516000	9.729000	5.812000	11.988000	16.944000	3.145000	20.927000	2.880000	16.859000	15.896000	5.714000	21.617000	13.865000	21.363000	16.549000	10.398000	12.566000	8.746000	12.836000	36.411000	11.930000	25.458000	5.211000	26.124000	16.544000	6.104000	12.013000	8.873000	11.257000	
16.108000	3.393000	9.867000	5.771000	11.964000	16.607000	3.019000	19.829000	2.829000	17.888000	16.311000	5.776000	22.464000	13.851000	21.335000	24.741000	10.768000	12.675000	8.050000	12.545000	25.440000	5.748000	25.245000	5.815000	26.475000	16.599000	15.589000	12.232000	9.072000	11.935000	
15.706000	2.969000	10.111000	5.780000	10.258000	16.393000	3.274000	25.279000	3.231000	18.804000	16.299000	5.614000	24.186000	13.832000	24.906000	13.710000	10.161000	12.263000	8.050000	13.632000	28.351000	9.067000	28.035000	9.780000	26.731000	16.053000	6.077000	12.799000	8.039000	11.653000	
16.303000	3.171000	10.295000	6.410000	8.310000	17.646000	3.575000	23.343000	3.112000	19.747000	16.017000	5.711000	24.266000	13.976000	23.125000	17.638000	13.974000	13.076000	7.684000	13.462000	28.924000	11.954000	27.232000	7.846000	27.266000	16.375000	5.099000	12.352000	9.050000	11.859000	
16.205000	3.283000	10.318000	5.762000	8.713000	14.875000	3.333000	24.452000	3.201000	19.543000	16.495000	5.874000	26.198000	14.029000	23.290000	16.890000	11.093000	14.731000	7.820000	14.645000	24.242000	16.103000	26.593000	11.825000	27.237000	16.855000	15.382000	12.561000	9.209000	12.042000	
16.402000	3.375000	10.407000	5.540000	8.429000	15.899000	3.521000	14.942000	3.420000	21.901000	15.529000	6.020000	25.518000	14.105000	23.314000	19.686000	8.125000	12.813000	7.688000	14.106000	32.659000	24.537000	25.864000	26.896000	27.181000	16.745000	12.466000	13.508000	8.588000	11.737000	
16.275000	3.812000	10.421000	5.735000	9.105000	16.549000	3.523000	14.560000	3.226000	22.199000	16.094000	5.982000	26.791000	14.153000	23.201000	13.931000	9.663000	12.715000	7.733000	14.437000	18.363000	26.726000	26.203000	25.283000	26.976000	16.170000	9.105000	12.368000	9.050000	11.802000	
16.524000	3.099000	10.783000	5.673000	9.575000	18.155000	3.540000	12.014000	3.247000	25.189000	16.595000	6.533000	25.446000	14.205000	22.731000	20.029000	4.863000	13.327000	7.709000	14.307000	38.715000	22.944000	25.846000	23.694000	27.418000	15.811000	6.013000	12.661000	9.206000	12.121000	
16.368000	3.545000	12.125000	5.877000	8.925000	16.084000	3.551000	11.917000	3.373000	25.698000	15.793000	6.462000	26.519000	14.272000	25.043000	13.669000	9.556000	13.297000	7.845000	14.478000	29.285000	24.895000	27.032000	25.283000	27.475000	17.159000	3.511000	12.356000	8.330000	12.373000	
16.254000	4.299000	13.163000	6.224000	10.454000	17.313000	4.404000	14.735000	4.132000	29.558000	14.898000	7.813000	26.002000	14.004000	26.390000	32.914000	10.547000	15.471000	7.652000	16.668000	18.879000	23.792000	26.351000	23.389000	32.359000	16.922000	5.120000	12.625000	9.083000	12.241000	
16.303000	3.071000	12.239000	4.922000	10.034000	16.245000	4.019000	15.198000	3.384000	21.638000	16.502000	6.880000	29.809000	14.360000	26.132000	10.462000	8.463000	14.061000	7.882000	15.419000	28.848000	46.163000	26.318000	46.261000	28.186000	15.427000	15.420000	13.827000	9.437000	13.768000	
16.463000	4.599000	12.426000	5.508000	10.014000	15.023000	4.201000	17.101000	3.457000	31.312000	16.744000	7.174000	28.311000	14.161000	26.768000	11.947000	10.210000	14.038000	8.076000	15.743000	36.121000	25.915000	26.311000	25.713000	27.991000	16.951000	3.909000	14.222000	8.347000	13.840000	
16.319000	5.832000	12.484000	5.232000	10.371000	18.235000	3.685000	17.264000	3.380000	25.473000	16.035000	7.142000	28.467000	14.327000	26.215000	12.677000	9.460000	13.806000	8.190000	15.983000	26.499000	29.223000	26.579000	29.958000	27.617000	16.488000	4.027000	11.421000	9.321000	11.249000	
16.226000	4.996000	12.577000	5.151000	10.075000	15.705000	4.124000	21.187000	3.473000	21.600000	16.885000	7.237000	28.822000	14.920000	27.774000	11.522000	10.809000	13.921000	8.486000	16.000000	30.049000	26.060000	26.352000	25.475000	28.261000	16.883000	17.832000	13.911000	9.648000	12.650000	
16.319000	6.549000	12.709000	5.832000	10.710000	16.441000	4.124000	22.708000	3.610000	23.125000	16.891000	7.305000	27.312000	14.017000	29.644000	15.108000	9.458000	14.793000	8.502000	15.903000	24.743000	24.905000	26.233000	36.224000	28.922000	16.820000	3.990000	13.428000	11.190000	12.910000	
15.532000	5.135000	11.754000	5.560000	11.494000	16.027000	3.843000	14.842000	3.525000	22.811000	16.948000	7.618000	26.505000	14.281000	27.516000	17.276000	9.718000	14.224000	9.650000	15.982000	39.148000	25.628000	26.755000	37.089000	27.932000	16.072000	14.270000	13.532000	11.597000	11.884000	
15.667000	7.192000	11.466000	7.472000	13.512000	17.152000	4.980000	24.704000	5.191000	28.530000	16.938000	9.633000	34.259000	14.963000	32.470000	20.199000	12.973000	18.898000	10.526000	20.243000	31.086000	46.438000	28.471000	30.129000	32.615000	18.710000	6.598000	15.854000	11.749000	15.190000	
17.225000	6.781000	11.981000	7.275000	14.011000	15.223000	5.255000	23.845000	5.140000	15.290000	16.709000	10.760000	35.303000	14.555000	33.300000	17.252000	8.803000	17.638000	8.806000	21.177000	50.239000	29.929000	29.249000	46.898000	33.937000	15.154000	8.601000	14.587000	11.951000	14.151000	
16.548000	5.637000	12.515000	7.027000	12.438000	17.108000	5.612000	24.760000	5.501000	20.402000	22.152000	11.643000	36.256000	13.741000	35.118000	14.523000	10.795000	19.252000	9.477000	22.018000	47.081000	27.590000	29.135000	33.515000	38.860000	17.366000	25.787000	16.946000	11.911000	16.790000	
15.071000	6.508000	11.799000	6.889000	11.070000	16.577000	5.462000	19.263000	5.349000	20.672000	13.073000	11.504000	34.182000	14.350000	33.031000	19.990000	10.799000	18.388000	7.782000	20.736000	32.842000	45.813000	29.248000	39.563000	36.402000	16.358000	7.825000	14.892000	11.892000	14.508000	
15.633000	7.169000	11.640000	7.079000	11.431000	16.885000	5.657000	18.265000	5.634000	21.046000	17.813000	11.463000	34.781000	14.477000	33.498000	18.299000	11.066000	18.694000	6.730000	22.281000	48.763000	34.454000	30.956000	35.803000	36.155000	16.962000	6.349000	16.352000	11.830000	16.839000	
16.946000	6.046000	12.117000	7.103000	11.254000	15.643000	5.721000	18.912000	5.560000	19.993000	19.234000	10.989000	36.511000	14.354000	33.512000	14.254000	10.654000	18.509000	9.024000	21.752000	25.523000	43.787000	33.118000	25.895000	34.030000	16.602000	6.238000	15.678000	10.037000	17.981000	
16.381000	6.487000	11.786000	6.805000	11.613000	16.141000	5.270000	20.236000	5.353000	14.253000	17.014000	10.533000	35.170000	14.372000	32.213000	17.412000	10.640000	18.111000	8.872000	21.262000	36.868000	34.146000	29.527000	27.537000	32.581000	15.677000	6.405000	17.027000	9.904000	18.525000	
16.270000	7.364000	11.531000	6.448000	12.349000	17.221000	5.761000	23.296000	5.292000	13.793000	16.981000	10.016000	35.337000	14.508000	31.734000	17.295000	11.095000	17.809000	9.117000	20.574000	35.090000	22.286000	31.268000	29.097000	33.277000	16.744000	8.792000	15.296000	8.922000	15.374000	
16.259000	6.994000	11.551000	5.708000	11.878000	16.345000	5.318000	26.485000	5.265000	15.972000	17.428000	10.265000	33.333000	14.621000	31.973000	16.662000	10.636000	18.883000	9.558000	20.719000	30.717000	26.283000	31.712000	25.051000	32.074000	17.125000	9.092000	18.400000	9.838000	16.555000	
16.171000	7.178000	11.781000	5.923000	12.119000	17.012000	5.098000	14.582000	5.424000	17.063000	15.159000	10.241000	33.111000	14.845000	32.246000	14.614000	11.443000	19.932000	10.364000	21.032000	34.093000	25.540000	30.971000	23.270000	31.284000	16.396000	9.177000	18.727000	9.087000	14.533000	
16.132000	7.072000	11.446000	6.220000	11.365000	15.853000	4.907000	16.046000	5.000000	20.209000	16.086000	9.873000	32.866000	14.701000	31.041000	16.518000	11.921000	18.333000	10.513000	20.540000	31.589000	26.595000	31.060000	26.220000	31.561000	16.541000	9.072000	16.581000	10.145000	16.383000	
16.143000	6.482000	11.347000	5.803000	10.979000	16.911000	5.094000	17.793000	5.122000	22.046000	17.365000	9.924000	31.934000	14.711000	30.965000	16.411000	12.195000	18.375000	10.413000	20.976000	30.851000	27.146000	32.976000	26.200000	31.566000	16.469000	9.232000	14.353000	8.767000	14.755000	
16.243000	6.516000	11.559000	6.027000	19.474000	16.171000	4.896000	22.080000	4.886000	26.063000	15.958000	10.030000	30.715000	14.940000	30.752000	17.749000	12.547000	19.722000	10.507000	20.674000	27.065000	24.973000	31.168000	26.521000	31.809000	16.163000	9.160000	15.650000	10.059000	15.803000	
16.025000	8.945000	14.020000	7.948000	22.771000	16.536000	7.822000	31.508000	7.537000	36.043000	18.711000	14.058000	40.430000	18.735000	39.178000	19.622000	15.722000	22.474000	10.686000	28.174000	43.645000	31.855000	39.849000	66.015000	43.765000	19.658000	9.361000	17.974000	9.892000	18.722000	
